date,site,revenue,pageviews,cpm
27-12-2016,huskermax,86.87677466,48151,1.804256914
27-12-2016,rabidhabs,0.266659409,177,1.506550331
27-12-2016,arseblog,16.16944104,8396,1.925850529
27-12-2016,therepublikofmancunia,11.58594468,4837,2.395274898
27-12-2016,cityweekly,4.569000985,2947,1.550390562
27-12-2016,dailythunder,4.977031019,1875,2.654416543
27-12-2016,silverandblueblood,0.002194776,42,0.052256575
27-12-2016,raisethejollyroger,0.020530963,15,1.368730853
27-12-2016,readceltic,7.311567583,22010,0.332192984
27-12-2016,csgoutpost,0.177718387,466,0.381369928
27-12-2016,live4liverpool,4.346946434,1477,2.943091695
27-12-2016,chicitysports,0.265164578,289,0.917524491
27-12-2016,mynfldraft,0.957800319,2381,0.402268089
27-12-2016,mcfcwatch,4.151421312,2378,1.745761695
27-12-2016,ndnation,164.9956304,136456,1.209148959
27-12-2016,hoosierhuddle,0.161290148,943,0.171039393
27-12-2016,wearewearside,0.171647782,198,0.86690799
27-12-2016,ultimateknicks,6.098581191,6057,1.006864981
27-12-2016,claretandhugh,13.86329565,18660,0.742941889
27-12-2016,journalstar,21.67253872,13463,1.609785242
27-12-2016,totalbarca,0.707276883,293,2.413914276
27-12-2016,videocelts,50.1911293,32194,1.559021225
27-12-2016,catchronicles,0.206336583,786,0.262514737
27-12-2016,esoui,26.49008725,11583,2.286979819
27-12-2016,sixpackspeak,27.85058196,49994,0.557078489
27-12-2016,telegraphherald,1.926868256,1035,1.86170846
27-12-2016,lakersnation,195.0121708,117364,1.661601264
27-12-2016,starwarsnewsnet,11.55743663,15910,0.726425935
27-12-2016,scout,0.021110664,18,1.17281467
27-12-2016,rousingthekop,10.7729883,3894,2.766560939
27-12-2016,autoweek,127.1736377,24600,5.16966007
27-12-2016,comcastsportsnet,325.4316129,260085,1.251250987
27-12-2016,birdgang,0.009888126,20,0.494406308
27-12-2016,gunnersphere,8.253829581,2657,3.106446963
27-12-2016,wowinterface,22.53374724,7578,2.973574458
27-12-2016,readwestham,0.471803717,1128,0.418265706
27-12-2016,dotapicker,0.332325691,256,1.298147231
27-12-2016,santafenewmexican,0.576094565,419,1.374927363
27-12-2016,tennisguru,0.126124611,221,0.570699599
27-12-2016,foreverwestham,7.577197571,7795,0.972058701
27-12-2016,opendota,8.086864886,1392,5.809529372
27-12-2016,dotafire,30.08972265,7333,4.103330512
27-12-2016,bluemoon-mcfc,53.82931231,74179,0.725667808
27-12-2016,slingshotesports,11.18053613,5579,2.004039456
27-12-2016,tidefans,7.070680788,10508,0.672885496
27-12-2016,elophant,12.32267249,4051,3.041884101
27-12-2016,buffalofambase,0.145686337,349,0.417439362
27-12-2016,mynhltraderumors,67.53493152,60429,1.117591413
27-12-2016,arsenal-mania,7.53433051,3147,2.394131081
27-12-2016,wsof,0.160411364,1889,0.084918668
27-12-2016,philliesnation,1.354866618,963,1.40692276
27-12-2016,welikela,1.458904298,3754,0.388626611
27-12-2016,heroesfire,36.51705866,11009,3.317018681
27-12-2016,trekmovie,6.55918481,4032,1.626781947
27-12-2016,allhabs,0.266257502,224,1.188649562
28-12-2016,sportsdaily,1.779954416,824,2.160138854
28-12-2016,readwestham,2.882732364,6835,0.421760404
28-12-2016,mynhltraderumors,76.58845948,69259,1.105826816
28-12-2016,russellstreet,10.20372643,7936,1.285751818
28-12-2016,allhabs,1.044578696,1217,0.858322676
28-12-2016,opendota,8.628488659,1511,5.710449146
28-12-2016,videocelts,42.16806314,30574,1.37921316
28-12-2016,gunnersphere,7.258586788,2303,3.151796261
28-12-2016,tennisguru,0.101912334,83,1.227859448
28-12-2016,starwarsnewsnet,14.0953847,11074,1.272835895
28-12-2016,tf2outpost,41.74052746,19612,2.128315698
28-12-2016,silverandblueblood,0.009862703,22,0.448304672
28-12-2016,cornellsun,0.0472808,17,2.781223526
28-12-2016,sixpackspeak,26.19810069,47739,0.548777743
28-12-2016,lakersnation,155.7353966,97915,1.59051623
28-12-2016,trekmovie,6.921859295,4283,1.616124047
28-12-2016,celticquicknews,32.14488637,42742,0.752067904
28-12-2016,heroesfire,37.06182406,11337,3.269103295
28-12-2016,arsenal-mania,17.02070297,11744,1.449310539
28-12-2016,philliesnation,1.578025027,1229,1.283991072
28-12-2016,telegraphherald,1.878950734,912,2.060252997
28-12-2016,dailythunder,4.982129082,1848,2.695957296
28-12-2016,readnorwich,1.638510832,2613,0.627061168
28-12-2016,catchronicles,0.251614097,141,1.784497144
28-12-2016,welikela,1.253516525,3236,0.387366046
28-12-2016,wearewearside,0.825908876,559,1.477475628
28-12-2016,cardinalconnect,0.896420625,565,1.586585177
28-12-2016,nothingbutnewcastle,0.040059295,15,2.670619687
28-12-2016,mynfldraft,1.005335725,2431,0.413548221
28-12-2016,buffalofambase,0.925803749,655,1.413440837
28-12-2016,packinsider,1.606957712,809,1.986350694
28-12-2016,sfexaminer,9.55444381,6539,1.461147547
28-12-2016,hoosierhuddle,0.790767282,751,1.052952439
28-12-2016,live4liverpool,8.290089444,3657,2.266909883
28-12-2016,dotafire,32.63595785,8122,4.018216923
28-12-2016,tidefans,5.052130411,6190,0.816176157
28-12-2016,tigernet,1.059053676,451,2.348234315
28-12-2016,foreverwestham,4.992497291,4665,1.070203063
28-12-2016,slingshotesports,4.390355096,2079,2.111762913
28-12-2016,huskermax,89.95392199,49161,1.829782185
28-12-2016,readceltic,4.937767645,13411,0.368187879
28-12-2016,bluemoon-mcfc,47.89970363,62850,0.762127345
28-12-2016,journalstar,18.0220121,12285,1.466993252
28-12-2016,readwestbrom,2.608336573,6026,0.432847092
28-12-2016,steelerswire,20.94815478,16762,1.249740769
28-12-2016,arseblog,9.536145114,5321,1.792171606
28-12-2016,elophant,12.18693595,4375,2.785585361
28-12-2016,santafenewmexican,0.640429988,480,1.334229141
28-12-2016,angelswin,0.001319916,265,0.004980814
28-12-2016,rousingthekop,13.34485409,4614,2.892252728
28-12-2016,raiders411,0.057641385,142,0.405925245
28-12-2016,dotapicker,0.345781226,269,1.285432068
28-12-2016,csgoutpost,0.118316482,271,0.436592186
28-12-2016,rabidhabs,0.184046036,132,1.394288149
28-12-2016,chicitysports,0.45268482,402,1.126081642
28-12-2016,totalbarca,0.57885591,264,2.192636022
28-12-2016,wsof,0.254246119,1606,0.158310161
28-12-2016,dodgerblue,70.76014414,51257,1.380497184
28-12-2016,mcfcwatch,12.85872576,7912,1.62521812
28-12-2016,autoweek,108.5442851,22942,4.731247714
28-12-2016,mobafire,928.9463458,263327,3.527729195
28-12-2016,ultimateknicks,7.456382531,7381,1.010213051
28-12-2016,jedinews,3.619597897,2357,1.535680058
28-12-2016,scout,0.033281206,18,1.848955914
28-12-2016,esoui,27.06101531,11566,2.3397039
28-12-2016,metschronicle,0.005279662,19,0.277876971
28-12-2016,cityweekly,7.979465093,4788,1.666554948
28-12-2016,hornsports,0.735575565,301,2.443772641
28-12-2016,ndnation,200.9990695,160772,1.250211912
28-12-2016,readarsenal,0.037654259,39,0.965493828
28-12-2016,pittsburghsportsnow,18.89509253,14599,1.294273069
28-12-2016,thecelticblog,32.69957289,31058,1.052855074
28-12-2016,wowinterface,23.07680309,7552,3.055720748
28-12-2016,claretandhugh,29.44992702,36268,0.812008576
28-12-2016,overwatchtracker,16.08706224,13673,1.176556882
28-12-2016,destinytracker,35.12625002,24480,1.434895834
28-12-2016,therepublikofmancunia,4.836222226,2658,1.819496699
28-12-2016,comcastsportsnet,484.2139698,214782,2.2544439
29-12-2016,wowinterface,21.82699979,8243,2.647943684
29-12-2016,catchronicles,0.46459593,302,1.538397119
29-12-2016,sixpackspeak,21.03859309,39668,0.530366872
29-12-2016,sfexaminer,8.340416449,6427,1.297715334
29-12-2016,packinsider,3.57649859,2117,1.689418323
29-12-2016,mynfldraft,0.91110869,2346,0.388366876
29-12-2016,tf2outpost,43.21856508,20418,2.116689445
29-12-2016,readnorwich,1.720122922,2119,0.811761643
29-12-2016,dailythunder,3.658734695,1550,2.360473997
29-12-2016,nothingbutnewcastle,0.03147131,20,1.573565491
29-12-2016,therepublikofmancunia,4.260779378,2507,1.699553003
29-12-2016,wearewearside,0.161007716,145,1.110398039
29-12-2016,thecelticblog,31.16681974,32445,0.960604708
29-12-2016,csgoutpost,0.155716956,301,0.517332079
29-12-2016,elophant,11.50538046,4408,2.610113533
29-12-2016,welikela,2.006388127,5296,0.378849722
29-12-2016,starwarsnewsnet,15.69273704,12941,1.212637126
29-12-2016,comcastsportsnet,352.9372623,166924,2.114359004
29-12-2016,tennisguru,0.139529287,111,1.257020604
29-12-2016,totalbarca,0.453741813,217,2.090976099
29-12-2016,arsenal-mania,9.928759956,6780,1.464418873
29-12-2016,scout,0.014658601,14,1.0470429
29-12-2016,readceltic,7.292864267,27546,0.264752206
29-12-2016,slingshotesports,6.489630896,3503,1.85259232
29-12-2016,readarsenal,0.68955224,728,0.947187142
29-12-2016,wsof,0.243751463,2214,0.110095512
29-12-2016,mobafire,873.2822929,260936,3.346729822
29-12-2016,raiders411,0.01442407,49,0.294368774
29-12-2016,journalstar,15.12905736,10655,1.419902146
29-12-2016,dotaoutpost,0.022224279,16,1.389017463
29-12-2016,ultimateknicks,6.107220128,5921,1.03145079
29-12-2016,russellstreet,6.397372507,4526,1.41347161
29-12-2016,arseblog,12.68863708,6587,1.926315027
29-12-2016,celticquicknews,36.42939641,41643,0.874802402
29-12-2016,chicitysports,0.519959488,342,1.520349379
29-12-2016,cardinalconnect,0.700637551,491,1.42696039
29-12-2016,heroesfire,37.20038706,11077,3.358344955
29-12-2016,huskermax,84.50733346,47505,1.778914503
29-12-2016,readwestbrom,7.075283901,17423,0.406088728
29-12-2016,philliesnation,1.547059303,1298,1.191879278
29-12-2016,silverandblueblood,0.005980712,17,0.351806584
29-12-2016,mcfcwatch,6.354736152,3406,1.865747549
29-12-2016,cityweekly,6.315890516,4188,1.508092291
29-12-2016,claretandhugh,24.29216641,29786,0.815556517
29-12-2016,opendota,17.99290389,5770,3.118354227
29-12-2016,pittsburghsportsnow,20.36088724,17034,1.195308632
29-12-2016,allhabs,0.543216325,464,1.170724838
29-12-2016,autoweek,45.6809765,17343,2.633972006
29-12-2016,lakersnation,208.7880811,137511,1.518337304
29-12-2016,trekmovie,6.893657119,4393,1.569236767
29-12-2016,dotafire,30.79709388,7959,3.869467757
29-12-2016,overwatchtracker,16.750132,14952,1.1202603
29-12-2016,foreverwestham,2.648022723,2570,1.030359036
29-12-2016,gunnersphere,2.259441092,1000,2.259441092
29-12-2016,steelerswire,29.67506879,20500,1.447564331
29-12-2016,hornsports,0.860527297,353,2.437754382
29-12-2016,esoui,25.23240061,12023,2.098677585
29-12-2016,tigernet,0.63318587,314,2.016515509
29-12-2016,santafenewmexican,0.562775055,492,1.143851739
29-12-2016,metschronicle,0.003834692,13,0.294976289
29-12-2016,buffalofambase,1.652221256,1167,1.415785138
29-12-2016,tidefans,1.390207785,1675,0.829974797
29-12-2016,bluemoon-mcfc,41.66741965,58945,0.706886414
29-12-2016,rabidhabs,0.064046133,34,1.883709797
29-12-2016,dotapicker,0.35645043,254,1.403348151
29-12-2016,dodgerblue,78.24593095,53053,1.474863456
29-12-2016,angelswin,0.004915322,283,0.017368628
29-12-2016,sportsdaily,1.370451205,785,1.745797714
29-12-2016,jedinews,3.762787933,2632,1.429630674
29-12-2016,destinytracker,31.75414134,23937,1.326571473
29-12-2016,cornellsun,0.015754586,18,0.8752548
29-12-2016,ndnation,118.9355117,81137,1.465860356
29-12-2016,live4liverpool,4.640199834,2679,1.732064141
29-12-2016,mynhltraderumors,83.3348125,71876,1.159424738
29-12-2016,telegraphherald,1.836827596,886,2.073168844
29-12-2016,readwestham,0.449410227,1119,0.401617719
29-12-2016,videocelts,52.866607,39214,1.348156449
29-12-2016,hoosierhuddle,0.864709601,690,1.25320232
29-12-2016,rousingthekop,9.505005876,3646,2.60696815
30-12-2016,sfexaminer,8.253914134,5900,1.398968497
30-12-2016,ultimateknicks,5.371634808,5587,0.961452445
30-12-2016,tf2outpost,41.92903779,22383,1.87325371
30-12-2016,esoui,26.2618549,13113,2.002734302
30-12-2016,arseblog,31.93544897,8966,3.561839056
30-12-2016,chicitysports,0.417366698,430,0.970620228
30-12-2016,dotaoutpost,0.036802251,91,0.404420343
30-12-2016,journalstar,15.01852582,11195,1.341538706
30-12-2016,raiders411,0.104325868,232,0.449680467
30-12-2016,readnorwich,1.821121621,2281,0.798387383
30-12-2016,tigernet,0.459637832,278,1.653373495
30-12-2016,mobafire,782.9632179,250565,3.124790844
30-12-2016,readarsenal,0.07892882,172,0.458888486
30-12-2016,readceltic,3.58917646,8245,0.43531552
30-12-2016,slingshotesports,5.732043726,2806,2.042781086
30-12-2016,santafenewmexican,0.445489865,478,0.931987166
30-12-2016,arsenal-mania,11.90600046,9496,1.253791118
30-12-2016,dailythunder,2.512126234,1050,2.392501175
30-12-2016,overwatchtracker,14.98427342,13592,1.102433301
30-12-2016,telegraphherald,1.552926484,762,2.037961265
30-12-2016,videocelts,33.0303856,22269,1.483245121
30-12-2016,readwestham,1.763125068,2546,0.692507882
30-12-2016,live4liverpool,5.158920096,2633,1.959331597
30-12-2016,therepublikofmancunia,4.226489768,2330,1.813944106
30-12-2016,mynhltraderumors,86.15458504,84097,1.024466807
30-12-2016,ndnation,49.75771962,26896,1.850004447
30-12-2016,hoosierhuddle,0.453418685,529,0.857124168
30-12-2016,steelerswire,30.31960208,24184,1.253705015
30-12-2016,wearewearside,1.889133,1513,1.248600793
30-12-2016,gunnersphere,2.458236122,1233,1.993703262
30-12-2016,autoweek,45.38836792,13602,3.336889275
30-12-2016,scout,0.024429923,12,2.035826956
30-12-2016,destinytracker,35.95168159,28556,1.25898871
30-12-2016,jedinews,3.064398942,1913,1.601881308
30-12-2016,foreverwestham,2.276512354,2066,1.101893685
30-12-2016,lakersnation,197.681285,121096,1.632434473
30-12-2016,thecelticblog,35.74794572,34150,1.046791968
30-12-2016,angelswin,0.000925123,184,0.005027845
30-12-2016,dodgerblue,44.78393292,32513,1.3774162
30-12-2016,sportsdaily,1.770847649,882,2.007763775
30-12-2016,dotapicker,0.378606759,277,1.366811404
30-12-2016,trekmovie,6.459851009,4076,1.584850591
30-12-2016,csgoutpost,0.176071477,252,0.698696338
30-12-2016,nothingbutnewcastle,0.0204162,13,1.570476923
30-12-2016,elophant,12.88163156,4325,2.978411921
30-12-2016,rabidhabs,0.035341798,33,1.070963579
30-12-2016,bluemoon-mcfc,38.76894081,59534,0.651206719
30-12-2016,tidefans,0.315927337,836,0.377903514
30-12-2016,buffalofambase,0.464845322,270,1.72164934
30-12-2016,comcastsportsnet,351.6890657,162059,2.170129803
30-12-2016,welikela,1.758967993,4342,0.40510548
30-12-2016,tennisguru,0.241858183,159,1.521120646
30-12-2016,heroesfire,34.47308476,10423,3.307405235
30-12-2016,pittsburghsportsnow,19.36532083,15681,1.234954456
30-12-2016,hornsports,0.819500692,320,2.560939663
30-12-2016,allhabs,0.288948157,284,1.017423088
30-12-2016,starwarsnewsnet,12.20278206,9839,1.240246169
30-12-2016,totalbarca,0.608686254,290,2.098918118
30-12-2016,wowinterface,22.40499213,8429,2.658084249
30-12-2016,dotafire,27.94309845,8027,3.481138464
30-12-2016,opendota,9.548069352,1597,5.978753508
30-12-2016,catchronicles,0.18966824,127,1.49345071
30-12-2016,mcfcwatch,10.06723925,6765,1.488135883
30-12-2016,claretandhugh,27.46526987,33841,0.811597467
30-12-2016,birdgang,0.007015063,12,0.584588568
30-12-2016,cityweekly,5.382934648,3821,1.408776406
30-12-2016,silverandblueblood,0.004625617,12,0.385468091
30-12-2016,wsof,0.454481541,2918,0.155751042
30-12-2016,sixpackspeak,18.42962836,31511,0.584863329
30-12-2016,readwestbrom,3.450846397,3624,0.952220308
30-12-2016,huskermax,85.04981794,50964,1.668821481
30-12-2016,celticquicknews,47.39741404,35226,1.345523592
30-12-2016,rousingthekop,2.598769796,792,3.281274994
30-12-2016,packinsider,1.363959785,779,1.750911149
30-12-2016,cardinalconnect,0.555745288,418,1.329534181
30-12-2016,russellstreet,5.311878752,4679,1.135259404
30-12-2016,philliesnation,1.614163307,1364,1.183404184
30-12-2016,mynfldraft,0.923928467,2176,0.424599479
31-12-2016,mynfldraft,0.690878778,1949,0.354478593
31-12-2016,comcastsportsnet,249.7983813,162139,1.540643407
31-12-2016,wowinterface,20.56908932,7988,2.574998663
31-12-2016,tf2outpost,40.16019721,21233,1.891404757
31-12-2016,esoui,28.0964052,12963,2.16743078
31-12-2016,dotaoutpost,0.034852671,62,0.562139847
31-12-2016,csgoutpost,0.173573201,355,0.488938593
31-12-2016,wsof,2.698373299,14057,0.191959401
31-12-2016,welikela,2.350315393,6701,0.350740993
31-12-2016,wearewearside,1.702798707,1476,1.153657661
31-12-2016,ultimateknicks,4.149507312,5316,0.780569472
31-12-2016,trekmovie,4.522335023,3131,1.444374009
31-12-2016,overwatchtracker,11.24586754,11903,0.944792703
31-12-2016,destinytracker,28.0038423,25870,1.082483274
31-12-2016,totalbarca,0.403752053,235,1.718093843
31-12-2016,tigernet,1.190772941,754,1.579274458
31-12-2016,tidefans,0.630919458,1991,0.316885715
31-12-2016,therepublikofmancunia,7.118652555,3673,1.938103064
31-12-2016,tennisguru,0.166444126,162,1.027432876
31-12-2016,telegraphherald,1.156314666,605,1.911263911
31-12-2016,steelerswire,15.86936539,13320,1.191393798
31-12-2016,starwarsnewsnet,7.456437178,7167,1.040384705
31-12-2016,ndnation,43.80063949,25395,1.724774148
31-12-2016,huskermax,57.23879613,40220,1.423142619
31-12-2016,videocelts,44.11210534,46758,0.943413006
31-12-2016,thecelticblog,11.16066417,9591,1.163660115
31-12-2016,rousingthekop,0.624782678,333,1.87622426
31-12-2016,readwestham,0.299747018,761,0.393885701
31-12-2016,readwestbrom,0.983868122,693,1.41972312
31-12-2016,readnorwich,2.051293011,2314,0.886470618
31-12-2016,readceltic,6.339669537,23515,0.269601086
31-12-2016,readarsenal,0.026008189,62,0.419486911
31-12-2016,nothingbutnewcastle,0.028253411,21,1.3454005
31-12-2016,mcfcwatch,4.737938505,2790,1.698185844
31-12-2016,live4liverpool,1.035321917,381,2.717380359
31-12-2016,gunnersphere,1.399147391,804,1.740233073
31-12-2016,foreverwestham,0.623871919,316,1.974278224
31-12-2016,celticquicknews,77.38744456,67328,1.149409526
31-12-2016,bluemoon-mcfc,70.51946235,129034,0.546518455
31-12-2016,arsenal-mania,2.987561079,1262,2.367322567
31-12-2016,slingshotesports,1.78081058,1045,1.704124956
31-12-2016,sixpackspeak,17.13445229,36855,0.46491527
31-12-2016,silverandblueblood,0.003904557,12,0.325379729
31-12-2016,santafenewmexican,0.400375736,430,0.931106362
31-12-2016,sfexaminer,3.9764234,3795,1.047805903
31-12-2016,scout,0.017127016,14,1.223358251
31-12-2016,russellstreet,2.973440504,2725,1.091170827
31-12-2016,raptorsrepublic,0.015382868,14,1.098776292
31-12-2016,rabidhabs,0.010103087,21,0.481099374
31-12-2016,pittsburghsportsnow,14.92995662,15058,0.991496654
31-12-2016,philliesnation,0.757082378,698,1.084645241
31-12-2016,packinsider,1.8852512,1514,1.245212153
31-12-2016,opendota,6.484954113,1293,5.015432415
31-12-2016,journalstar,10.80019011,9533,1.132926687
31-12-2016,metschronicle,0.006247291,18,0.34707171
31-12-2016,raiders411,0.021475062,80,0.268438276
31-12-2016,mynhltraderumors,51.26863118,61010,0.840331604
31-12-2016,lakersnation,112.0713687,79651,1.407030279
31-12-2016,dodgerblue,16.1896797,13378,1.210171901
31-12-2016,jedinews,2.266866969,1824,1.242799873
31-12-2016,sportsdaily,0.916323817,714,1.28336669
31-12-2016,hornsports,0.360007848,244,1.475442
31-12-2016,hoosierhuddle,0.335894009,514,0.653490289
31-12-2016,dotapicker,0.22825388,231,0.988112033
31-12-2016,dailythunder,1.363043934,708,1.925203296
31-12-2016,mobafire,653.6898323,214268,3.050804751
31-12-2016,heroesfire,28.11863158,9747,2.884849859
31-12-2016,elophant,9.140022654,3615,2.528360347
31-12-2016,dotafire,23.2180715,6345,3.659270529
31-12-2016,cornellsun,0.013000068,11,1.181824372
31-12-2016,cityweekly,3.871615648,3318,1.166852215
31-12-2016,chicitysports,0.215669309,285,0.756734418
31-12-2016,catchronicles,0.143719008,135,1.064585243
31-12-2016,cardinalconnect,0.356822492,414,0.861890078
31-12-2016,buffalofambase,0.191630231,131,1.462826192
31-12-2016,autoweek,17.16192686,6835,2.51088908
31-12-2016,arseblog,15.49129126,4904,3.158909311
31-12-2016,angelswin,0.002249428,197,0.011418418
31-12-2016,allhabs,0.209546729,258,0.812196625
31-12-2016,claretandhugh,16.45240907,23323,0.705415644
1/1/2017,starwarsnewsnet,4.193917455,6567,0.638635215
1/1/2017,cornellsun,0.00161316,11,0.146650914
1/1/2017,readwestbrom,2.34816589,11784,0.199267302
1/1/2017,tidefans,0.260825093,2082,0.125276222
1/1/2017,videocelts,24.72251241,67337,0.367146033
1/1/2017,wowinterface,8.592225587,9022,0.952363732
1/1/2017,therepublikofmancunia,2.825408545,3405,0.829782245
1/1/2017,mcfcwatch,1.333313436,2016,0.661365792
1/1/2017,buffalofambase,0.226707535,389,0.58279572
1/1/2017,cardinalconnect,0.335117485,494,0.678375476
1/1/2017,mobafire,299.7357531,255262,1.174227864
1/1/2017,russellstreet,2.656525154,4488,0.591917369
1/1/2017,slingshotesports,0.276059105,379,0.728388141
1/1/2017,elophant,4.686355592,4689,0.99943604
1/1/2017,overwatchtracker,6.071488861,13808,0.439708058
1/1/2017,hornsports,0.233058915,274,0.850579983
1/1/2017,welikela,0.952406411,7098,0.134179545
1/1/2017,claretandhugh,7.158905481,19268,0.371543776
1/1/2017,scout,0.005508928,13,0.423763722
1/1/2017,tennisguru,0.084810793,168,0.50482615
1/1/2017,heroesfire,15.8464078,11345,1.396774597
1/1/2017,catchronicles,0.1776605,294,0.604287415
1/1/2017,arsenal-mania,0.459162215,478,0.960590407
1/1/2017,pittsburghsportsnow,7.32217317,14634,0.500353504
1/1/2017,readwestham,0.317280792,628,0.505224192
1/1/2017,mynfldraft,0.643926204,4655,0.138330012
1/1/2017,foreverwestham,0.054788672,135,0.405842014
1/1/2017,autoweek,9.021996724,9213,0.979268069
1/1/2017,allhabs,0.11238102,276,0.407177609
1/1/2017,dailythunder,0.88628033,617,1.436434894
1/1/2017,sportsdaily,0.193055279,290,0.665707859
1/1/2017,ultimateknicks,2.326725204,4730,0.491908077
1/1/2017,philliesnation,0.386627511,589,0.656413431
1/1/2017,metschronicle,0.001489823,12,0.124151892
1/1/2017,telegraphherald,0.775571423,799,0.970677626
1/1/2017,raiders411,0.00198643,18,0.110357238
1/1/2017,gunnersphere,1.037984703,932,1.113717493
1/1/2017,readceltic,0.380405131,3011,0.126338469
1/1/2017,dotafire,10.16260326,7883,1.28917966
1/1/2017,birdgang,0.008880926,11,0.807356954
1/1/2017,santafenewmexican,0.139708069,265,0.527200259
1/1/2017,cityweekly,1.209143816,2634,0.459052322
1/1/2017,thecelticblog,11.92725871,24334,0.490147888
1/1/2017,celticquicknews,26.55264081,43869,0.605271167
1/1/2017,rousingthekop,4.413935735,5723,0.771262578
1/1/2017,arseblog,22.21822914,12335,1.801234628
1/1/2017,comcastsportsnet,186.1454767,290158,0.64153143
1/1/2017,nothingbutnewcastle,0.003085973,17,0.181527809
1/1/2017,wsof,0.331684329,2906,0.11413776
1/1/2017,ndnation,20.98309785,23939,0.876523574
1/1/2017,hoosierhuddle,0.118566629,360,0.329351748
1/1/2017,rabidhabs,0.008308929,31,0.268029964
1/1/2017,mynhltraderumors,19.26546377,48031,0.401104782
1/1/2017,dodgerblue,7.853781664,11997,0.654645467
1/1/2017,esoui,11.27210007,14052,0.802170514
1/1/2017,journalstar,7.088789173,11791,0.60120339
1/1/2017,sfexaminer,3.230852739,4606,0.701444364
1/1/2017,chicitysports,0.39259784,580,0.676892827
1/1/2017,jedinews,1.2227348,1578,0.774863625
1/1/2017,packinsider,0.170453719,252,0.676403645
1/1/2017,lakersnation,43.14034744,64394,0.669943588
1/1/2017,live4liverpool,1.844330295,3113,0.592460744
1/1/2017,totalbarca,0.22324744,269,0.829916134
1/1/2017,trekmovie,2.268766283,3074,0.73805019
1/1/2017,angelswin,0.000893079,198,0.0045105
1/1/2017,readnorwich,0.96750189,4044,0.239243791
1/1/2017,sixpackspeak,7.598283449,36036,0.210852577
1/1/2017,destinytracker,14.81816596,27154,0.545708402
1/1/2017,tigernet,0.419607657,466,0.900445615
1/1/2017,dotapicker,0.114952237,291,0.395024869
1/1/2017,bluemoon-mcfc,29.71324237,117319,0.2532688
1/1/2017,wearewearside,0.300114966,440,0.682079469
1/1/2017,steelerswire,18.65677803,28253,0.660346796
1/1/2017,opendota,2.865072706,1291,2.219266233
1/1/2017,huskermax,35.69154695,42515,0.839504809
1/1/2017,readarsenal,0.058053188,111,0.523001689
1/1/2017,tf2outpost,18.05973096,26390,0.684339938
2/1/2017,packinsider,0.705547043,1337,0.527709083
2/1/2017,tennisguru,0.20948161,231,0.906846794
2/1/2017,wsof,0.285628541,1539,0.185593594
2/1/2017,chicitysports,0.342935919,676,0.507301655
2/1/2017,sfexaminer,3.291222651,6277,0.524330516
2/1/2017,elophant,7.785321526,4748,1.63970546
2/1/2017,journalstar,3.609308958,13351,0.270339971
2/1/2017,gunnersphere,2.692796247,2901,0.928230351
2/1/2017,dodgerblue,15.12184514,26996,0.560151324
2/1/2017,mynhltraderumors,18.74049171,86493,0.216670617
2/1/2017,opendota,4.370022157,1612,2.710931859
2/1/2017,rabidhabs,0.006159658,16,0.384978597
2/1/2017,heroesfire,19.30572307,11939,1.617030159
2/1/2017,dotapicker,0.216912105,334,0.649437439
2/1/2017,allhabs,0.170007353,326,0.521494947
2/1/2017,autoweek,15.36944778,15290,1.005196061
2/1/2017,hoosierhuddle,0.371238063,1310,0.283387834
2/1/2017,pittsburghsportsnow,5.075372318,21676,0.23414709
2/1/2017,dailythunder,0.755325705,707,1.06835319
2/1/2017,nothingbutnewcastle,0.168026217,1242,0.135286809
2/1/2017,ndnation,36.94697953,27833,1.327452288
2/1/2017,arseblog,22.18578227,9319,2.380704182
2/1/2017,bluemoon-mcfc,25.0350255,160517,0.155964948
2/1/2017,russellstreet,3.352167405,7172,0.467396459
2/1/2017,lakersnation,62.66280862,92429,0.677956146
2/1/2017,sportsdaily,0.461445973,795,0.580435186
2/1/2017,tigernet,0.353946855,438,0.808097842
2/1/2017,rousingthekop,0.83216355,975,0.853501077
2/1/2017,readarsenal,0.011986265,82,0.146173957
2/1/2017,therepublikofmancunia,3.109414907,3628,0.857060338
2/1/2017,thecelticblog,6.120718026,11144,0.549238875
2/1/2017,catchronicles,0.095173348,195,0.488068451
2/1/2017,steelerswire,13.93666586,24828,0.561328575
2/1/2017,cityweekly,1.279151719,2350,0.544319881
2/1/2017,raisethejollyroger,0.004033492,14,0.288106601
2/1/2017,santafenewmexican,0.186927748,320,0.584149214
2/1/2017,destinytracker,10.53362015,30918,0.340695393
2/1/2017,raiders411,0.004923852,37,0.133077088
2/1/2017,wearewearside,1.036328186,2121,0.488603577
2/1/2017,birdgang,0.005852176,11,0.532015978
2/1/2017,totalbarca,0.069577935,236,0.294821757
2/1/2017,ultimateknicks,3.14529085,6581,0.477935093
2/1/2017,readceltic,2.534765223,45250,0.056016911
2/1/2017,readwestbrom,0.134437507,611,0.220028654
2/1/2017,philliesnation,3.269857339,8848,0.369558922
2/1/2017,starwarsnewsnet,4.841320426,6941,0.697496099
2/1/2017,videocelts,35.20361521,79311,0.443868003
2/1/2017,readnorwich,1.182625192,4982,0.237379605
2/1/2017,readwestham,0.079363001,331,0.239767374
2/1/2017,comcastsportsnet,310.4245808,411370,0.754611617
